SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL
7464,holly,Ilex,spp.,,,ILEX
7465,Urban's holly,Ilex,urbaniana,,,ILUR
7466,Ilex urbaniana,Ilex,urbaniana,riedlaei,,ILURR
7469,yaupon,Ilex,vomitoria,,,ILVO
7472,ice cream bean,Inga,edulis,,,INED
7470,sacky sac bean,Inga,laurina,,,INLA
7471,Inga nobilis,Inga,nobilis,,,INNOQ
7467,inga,Inga,spp.,,,INGA
7474,river koko,Inga,vera,,,INVE
7475,ifi,Inocarpus,fagifer,,,INFA3
7477,ifilele,Intsia,bijuga,,,INBI
7479,palo de hierro,Ixora,ferrea,,,IXFE
7481,white jungleflame,Ixora,thwaitesii,,,IXTH
7482,black poui,Jacaranda,mimosifolia,,,JAMI
7483,jacaranda,Jacaranda,spp.,,,JACAR
7485,braceletwood,Jacquinia,armillaris,,,JAAR2
7487,bois bande,Jacquinia,berteroi,,,JABE
7490,chirriador,Jacquinia,umbellata,,,JAUM
7491,Barbados nut,Jatropha,curcas,,,JACU2
7492,wild oilnut,Jatropha,hernandiifolia,,,JAHE
7493,coralbush,Jatropha,multifida,,,JAMU
7494,nettlespurge,Jatropha,spp.,,,JATRO
604,southern California black walnut,Juglans,californica,,,JUCA
601,butternut,Juglans,cinerea,,,JUCI
603,northern California black walnut,Juglans,hindsii,,,JUHI
7495,West Indian walnut,Juglans,jamaicensis,,,JUJA
606,Arizona walnut,Juglans,major,,,JUMA
605,Texas walnut,Juglans,microcarpa,,,JUMI
602,black walnut,Juglans,nigra,,,JUNI
7496,English walnut,Juglans,regia,,,JURE80
600,walnut spp.,Juglans,spp.,,,JUGLA
61,Ashe juniper,Juniperus,ashei,,,JUAS
62,California juniper,Juniperus,californica,,,JUCA7
59,redberry juniper,Juniperus,coahuilensis,,,JUCO11
63,alligator juniper,Juniperus,deppeana,,,JUDE2
60,Drooping juniper,Juniperus,flaccida,,,JUFL
69,oneseed juniper,Juniperus,monosperma,,,JUMO
64,western juniper,Juniperus,occidentalis,,,JUOC
65,Utah juniper,Juniperus,osteosperma,,,JUOS
58,Pinchot juniper,Juniperus,pinchotii,,,JUPI
66,Rocky Mountain juniper,Juniperus,scopulorum,,,JUSC2
57,redcedar/juniper spp.,Juniperus,spp.,,,JUNIP
67,southern redcedar,Juniperus,virginiana,silicicola,,JUVIS
68,eastern redcedar,Juniperus,virginiana,,,JUVI
7497,ketoguit,Kayea,pacifica,,,KAPA4
7499,Khaya anthotheca,Khaya,anthotheca,,,KHAN
7501,Senegal mahogany,Khaya,senegalensis,,,KHSE2
7503,Kigelia africana,Kigelia,africana,,,KIAF
7506,guest tree,Kleinhovia,hospita,,,KLHO
7508,Koanophyllon polyodon,Koanophyllon,polyodon,,,KOPO
7515,goldenrain tree,Koelreuteria,paniculata,,,KOPA
7509,Molokai treecotton,Kokia,cookei,,,KOCO2
7510,Hawaii treecotton,Kokia,drynarioides,,,KODR
7511,Kauai treecotton,Kokia,kauaiensis,,,KOKA
7512,Wailupe Valley treecotton,Kokia,lanceolata,,,KOLA2
7513,treecotton,Kokia,spp.,,,KOKIA
7514,leadwood,Krugiodendron,ferreum,,,KRFE
7516,burgan,Kunzea,ericoides,,,KUER
7517,Kunzea,Kunzea,spp.,,,KUNZE
7518,summit labordia,Labordia,fagraeoidea,,,LAFA2
7519,bog labordia,Labordia,hedyosmifolia,,,LAHE2
7520,mountain labordia,Labordia,hirtella,,,LAHI5
7521,Waianae Range labordia,Labordia,kaalae,,,LAKA
7522,Wahiawa Mountain labordia,Labordia,lydgatei,,,LALY2
7523,labordia,Labordia,spp.,,,LABOR
7524,paleflower labordia,Labordia,tinifolia,,,LATI2
7528,Lanai labordia,Labordia,triflora,,,LATR4
7529,Nevada peavine,Labordia,waiolani,,,LAWA3
7531,golden chain tree,Laburnum,anagyroides,,,LAAN2
7530,cuero de rana,Laetia,procera,,,LAPR2
7532,crapemyrtle,Lagerstroemia,indica,,,LAIN
7533,pride of India,Lagerstroemia,speciosa,,,LASP
988,white-mangrove,Laguncularia,racemosa,,,LARA2
7539,Langsat,Lansium,domesticum,,,LADO2
7541,nino de cota,Laplacea,portoricensis,,,LAPO
6212,European larch,Larix,decidua,,,LADE2
71,tamarack (native),Larix,laricina,,,LALA
72,subalpine larch,Larix,lyallii,,,LALY
73,western larch,Larix,occidentalis,,,LAOC
70,larch spp.,Larix,spp.,,,LARIX
7543,bluelatan,Latania,loddigesii,,,LALO
7550,henna,Lawsonia,inermis,,,LAIN5
7552,Krug's roughleaf,Leandra,krugiana,,,LEKR
7556,pitahaya,Leptocereus,quadricostatus,,,LEQU
7558,large-leaf yellow teatree,Leptospermum,morrisonii,,,LEMO20
7559,common teatree,Leptospermum,petersonii,,,LEPE23
7560,common teatree,Leptospermum,polygalifolim,,,LEPO22
7561,broom teatree,Leptospermum,scoparium,,,LESC2
7562,teatree,Leptospermum,spp.,,,LEPTO4
7564,Leucaena insularum,Leucaena,insularum,,,LEIN31
7565,white leadtree,Leucaena,leucocephala,,,LELE10
869,Great leucaene,Leucaena,pulverulenta,,,LEPU3
7567,littleleaf leadtree,Leucaena,retusa,,,LERE5
7566,leadtree,Leucaena,spp.,,,LEUCA
7569,Maria laurel,Licaria,brittoniana,,,LIBR5
7570,Puerto Rico cinnamon,Licaria,parvifolia,,,LIPA9
7573,pepperleaf sweetwood,Licaria,triandra,,,LITR
7574,Amur privet,Ligustrum,amurense,,,LIAM
7577,Japanese privet,Ligustrum,japonicum,,,LIJA
7578,glossy privet,Ligustrum,lucidum,,,LILU2
7579,California privet,Ligustrum,ovalifolium,,,LIOV
7575,Chinese privet,Ligustrum,sinense,,,LISI
7576,privet,Ligustrum,spp.,,,LIGUS2
7580,southern spicebush,Lindera,melissifolia,,,LIME7
6234,bog spicebush,Lindera,subcoriacea,,,LISU8
611,sweetgum,Liquidambar,styraciflua,,,LIST2
621,yellow-poplar,Liriodendron,tulipifera,,,LITU
7583,Lychee,Litchi,chinensis,,,LICH4
631,tanoak,Lithocarpus,densiflorus,,,LIDE3
7586,papaono,Litsea,samoensis,,,LISA8
7587,Litsea,Litsea,spp.,,,LITSE
7588,fountain palm,Livistona,chinensis,,,LICH3
7590,geno geno,Lonchocarpus,domingensis,,,LODO5
7591,geno,Lonchocarpus,glaucifolius,,,LOGL2
7592,broadleaf lancepod,Lonchocarpus,heptaphyllus,,,LOHE7
7593,Amur honeysuckle,Lonicera,maackii,,,LOMA6
7595,vinegartree,Lophostemon,confertus,,,LOCO9
7598,Egg Fruit / Canistel,Lucuma,nervosa,,,LUNE4
7600,luehea,Luehea,speciosa,,,LUSP11
7602,"bakauaine, nana",Lumnitzera,littorea,,,LULI8
7606,Lunania ekmanii,Lunania,ekmanii,,,LUEK
7604,lunania,Lunania,spp.,,,LUNAN
7608,St. Thomas staggerbush,Lyonia,rubiginosa,,,LYRU2
884,false tamarind,Lysiloma,latisiliquum,,,LYLA3
7614,"macadamia nut tree, pengua",Macadamia,integrifolia,,,MAIN8
7616,Macadamia,Macadamia,spp.,,,MACAD
7617,Macadamia Nut,Macadamia,tetraphylla,,,MATE16
7618,bedel,Macaranga,carolinensis,,,MACA25
7619,Macaranga grayana,Macaranga,grayana,,,MAGR
7620,lau pata,Macaranga,harveyana,,,MAHA9
7621,pengua,Macaranga,mappa,,,MAMA28
7623,macaranga,Macaranga,spp.,,,MACAR
7625,lau fatu,Macaranga,stipulosa,,,MAST7
7626,parasol leaf tree,Macaranga,tanarius,,,MATA3
7627,Macaranga thompsonii,Macaranga,thompsonii,,,MATH3
7628,palo de hoz,Machaerium,lunatum,,,MALU2
7630,Puerto Rico alfilerillo,Machaonia,portoricensis,,,MAPO6
641,Osage-orange,Maclura,pomifera,,,MAPO
7632,Maclura tinctoria,Maclura,tinctoria,,,MATI3
7633,umbrella-tree,Maesopsis,eminii,,,MAEM2
651,cucumbertree,Magnolia,acuminata,,,MAAC
655,mountain or Fraser magnolia,Magnolia,fraseri,,,MAFR
652,southern magnolia,Magnolia,grandiflora,,,MAGR4
654,bigleaf magnolia,Magnolia,macrophylla,,,MAMA2
7635,Puerto Rico magnolia,Magnolia,portoricensis,,,MAPO2
657,pyramid magnolia,Magnolia,pyramidata,,,MAPY
7636,laurel magnolia,Magnolia,splendens,,,MASP
650,magnolia spp.,Magnolia,spp.,,,MAGNO
658,umbrella magnolia,Magnolia,tripetala,,,MATR
653,sweetbay,Magnolia,virginiana,,,MAVI2
7638,Mallotus palauensis,Mallotus,palauensis,,,MAPA6
7639,kamala tree,Mallotus,philippensis,,,MAPH4
7641,mallotus,Mallotus,spp.,,,MALLO
7642,Mallotus tiliifolius,Mallotus,tiliifolius,,,MATI4
7643,Singapore holly,Malpighia,coccigera,,,MACO11
7644,Barbados cherry,Malpighia,emarginata,,,MAEM
7645,palo bronco,Malpighia,fucata,,,MAFU2
7646,wild crapemyrtle,Malpighia,glabra,,,MAGL6
7647,cowhage cherry,Malpighia,infestissima,,,MAIN5
7648,bastard cherry,Malpighia,linearis,,,MALI2
662,southern crab apple,Malus,angustifolia,,,MAAN3
7649,Siberian crab apple,Malus,baccata,,,MABA
663,sweet crab apple,Malus,coronaria,,,MACO5
7650,Japanese flowering crab apple,Malus,floribunda,,,MAFL80
661,Oregon crab apple,Malus,fusca,,,MAFU
664,prairie crab apple,Malus,ioensis,,,MAIO
7651,paradise apple,Malus,pumila,,,MAPU
660,apple spp.,Malus,spp.,,,MALUS
7652,mammee apple,Mammea,americana,,,MAAM2
7653,manapau,Mammea,glauca,,,MAGL12
7654,chopak,Mammea,odorata,,,MAOD2
7655,Mammea,Mammea,spp.,,,MAMME
885,mango,Mangifera,indica,,,MAIN3
7657,kanit,Mangifera,minor,,,MAMI3
7658,saipan mango,Mangifera,odorata,,,MAOD
7659,mango,Mangifera,spp.,,,MANGI
7660,ceara rubbertree,Manihot,glaziovii,,,MAGL5
7661,manihot,Manihot,spp.,,,MANIH
7662,bulletwood,Manilkara,bidentata,,,MABI5
7663,Surinam bulletwood,Manilkara,bidentata,,surinamensis,MABIS
7664,pani,Manilkara,dissecta,,,MADI14
7666,kohle,Manilkara,hoshinoi,,,MAHO5
7667,wild dilly,Manilkara,jaimiqui,,,MAJA2
7669,zapote de costa,Manilkara,pleeana,,,MAPL2
7671,Manilkara,Manilkara,spp.,,,MANIL
7672,udeuid,Manilkara,udoido,,,MAUD
7673,nisperillo,Manilkara,valenzuela,,,MAVA3
7674,sapodilla,Manilkara,zapota,,,MAZA
7677,palo de cana,Mappia,racemosa,,,MARA3
7679,"bkau, apgau",Maranthes,corymbosa,,,MACO
7680,dermarm,Marattia,fraxinea,,,MAFR11
7682,bastard hogberry,Margaritaria,nobilis,,,MANO
7684,beruquillo,Marlierea,sintenisii,,,MASI3
7688,Matayba apetala,Matayba,apetala,,,MAAP5
7689,negra lora,Matayba,domingensis,,,MADO2
7695,Caribbean mayten,Maytenus,cymosa,,,MACY2
7697,Puerto Rico mayten,Maytenus,elongata,,,MAEL3
7698,white cinnamon,Maytenus,laevigata,,,MALA8
715,Maytenus palauica,Maytenus,palauica,,,MAPA28
7699,ponce mayten,Maytenus,ponceana,,,MAPO5
7700,luluhut,Maytenus,thompsonii,,,MATH4
7702,Mecranium latifolium,Mecranium,latifolium,,,MELA7
7704,Medusanthera carolinensis,Medusanthera,carolinensis,,,MECA21
7705,matamo,Medusanthera,samoensis,,,MESA11
7706,Medusanthera,Medusanthera,spp.,,,MEDUS2
992,melaleuca,Melaleuca,quinquenervia,,,MEQU
7709,melaleuca,Melaleuca,spp.,,,MELAL
7710,alom,Melanolepis,multiglandulosa,,,MEMU10
7712,Melastoma candidum,Melastoma,candidum,,,MECA9
7713,Melastoma sanguineum,Melastoma,sanguineum,,,MESA3
993,chinaberry,Melia,azedarach,,,MEAZ
7716,melia,Melia,spp.,,,MELIA
7717,Spanish lime,Melicoccus,bijugatus,,,MEBI
7719,mokihana,Melicope,anisata,,,MEAN3
7720,Ballous melicope,Melicope,balloui,,,MEBA2
7721,uahiapele,Melicope,barbigera,,,MEBA3
7722,Waianae Range melicope,Melicope,christophersenii,,,MECH2
7723,manena,Melicope,cinerea,,,MECI6
7724,kukaemoa,Melicope,clusiifolia,,,MECL
7725,piloula,Melicope,cruciata,,,MECR5
7726,leiohiiaka,Melicope,elliptica,,,MEEL2
7727,Haleakala melicope,Melicope,haleakalae,,,MEHA7
7728,Haupa Mountain melicope,Melicope,haupuensis,,,MEHA3
7729,mokihana kukae moa,Melicope,hawaiensis,,,MEHA4
7730,Monoa melicope,Melicope,hiiakae,,,MEHI6
7731,Honolulu melicope,Melicope,hosakae,,,MEHO2
7732,Kaala melicope,Melicope,kaalaensis,,,MEKA2
7733,Olokele Valley melicope,Melicope,knudsenii,,,MEKN
7750,soopini,Melicope,latifolia,,,MERE8
7734,Kaholuamanu melicope,Melicope,macropus,,,MEMA6
7735,Makaha Valley melicope,Melicope,makahae,,,MEMA7
7736,Molokai melicope,Melicope,molokaiensis,,,MEMO6
7737,alani,Melicope,mucronulata,,,MEMU4
7738,Oahu melicope,Melicope,oahuensis,,,MEOA
7739,Makawao melicope,Melicope,obovata,,,MEOB4
7740,Honokahua melicope,Melicope,orbicularis,,,MEOR4
7741,Hana melicope,Melicope,ovalis,,,MEOV
7742,eggshape melicope,Melicope,ovata,,,MEOV2
7743,pale melicope,Melicope,pallida,,,MEPA6
7744,Lihue melicope,Melicope,paniculata,,,MEPA7
7745,boxfruit alani,Melicope,peduncularis,,,MEPE9
7746,Kohala Summit melicope,Melicope,pseudoanisata,,,MEPS
7747,hairy melicope,Melicope,puberula,,,MEPU4
7748,fourangle melicope,Melicope,quadrangularis,,,MEQU3
7749,kapu melicope,Melicope,radiata,,,MERA2
7751,roundleaf melicope,Melicope,rotundifolia,,,MERO3
7752,St. Johns melicope,Melicope,saint-johnii,,,MESA4
7753,Mt. Kaala melicope,Melicope,sandwicensis,,,MESA5
7754,melicope,Melicope,spp.,,,MELIC3
7755,volcanic melicope,Melicope,volcanica,,,MEVO
7756,alani wai,Melicope,waialealae,,,MEWA2
7757,Monoa melicope,Melicope,wawraeana,,,MEWA4
7758,kipuka piaula,Melicope,zahlbruckneri,,,MEZA
7759,samoensis,Melicytus,samoensis,,,MESA9
7763,aguacatillo,Meliosma,herbertii,,,MEHE
7764,cacaillo,Meliosma,obtusifolia,,,MEOB2
7766,mao,Melochia,aristata,,,MEAR16
7767,melochia,Melochia,spp.,,,MELOC
7768,teabush,Melochia,tomentosa,,,METO4
7769,hierba del soldado,Melochia,umbellata,,,MEUM3
7771,sayafe,Melochia,villosissima,villosissima,,MEVIV
7770,sayafe,Melochia,villosissima var compacta,,,MEVIC4
7774,faniok,Merrilliodendron,megacarpum,,,MEME12
7776,fagufagu,Meryta,macrophylla,,,MEMA16
7777,omechidel,Meryta,senfftiana,,,MESE11
7778,Meryta,Meryta,spp.,,,MERYT
7779,dawn redwood,Metasequoia,glyptostroboides,,,MEGL8
886,Florida poisontree,Metopium,toxiferum,,,METO3
7781,collina,Metrosideros,collina,,,MEPOP2
7782,ohia,Metrosideros,macropus,,,MEMA4
7783,ohia lehua,Metrosideros,polymorpha,,,MEPO5
7792,lehua papa,Metrosideros,rugosa,,,MERU2
7793,lehua,Metrosideros,spp.,,,METRO
7794,lehua ahihi,Metrosideros,tremuloides,,,METR5
7795,Kauai bottlebrush,Metrosideros,waialealae,,,MEWA
7798,ivory-nut palm,Metroxylon,amicarum,,,MEAM4
7799,sago palm,Metroxylon,sagu,,,MESA7
7800,Metroxylon,Metroxylon,spp.,,,METRO2
7801,Orange Champak,Michelia,champaca,,,MICH4
7804,saquiyac,Miconia,affinis,,,MIAF
7805,velvet tree,Miconia,calvescens,,,MICA20
7806,Puerto Rico johnnyberry,Miconia,foveolata,,,MIFO
7807,camasey de costilla,Miconia,impetiolaris,,,MIIM
7808,smooth johnnyberry,Miconia,laevigata,,,MILA8
7803,hairy johnnyberry,Miconia,lanata,,,MILA10
7810,camasey cuatrocanales,Miconia,mirabilis,,,MIMI3
7812,camasey racimoso,Miconia,pachyphylla,,,MIPA7
7813,granadillo bobo,Miconia,prasina,,,MIPR3
7814,auquey,Miconia,punctata,,,MIPU9
7815,ridge johnnyberry,Miconia,pycnoneura,,,MIPY2
7816,camasey felpa,Miconia,racemosa,,,MIRA2
7817,peralejo,Miconia,rubiginosa,,,MIRU4
7818,jau jau,Miconia,serrulata,,,MISE2
7819,mountain johnnyberry,Miconia,sintenisii,,,MISI2
7821,forest johnnyberry,Miconia,subcorymbosa,,,MISU3
7822,rajador,Miconia,tetrandra,,,MITE4
7823,camasey tomaso,Miconia,thomasiana,,,MITH
7824,talafulu,Micromelum,minutum,,,MIMI23
7828,caimitillo verde,Micropholis,garciniifolia,,,MIGA
7829,Micropholis guyanensis,Micropholis,guyanensis,,,MIGU2
7831,pinnata,Millettia,pinnata,,,MIPI9
7833,elegant mimosa,Mimosa,arenosa,,,MIAR4
7835,"bulletwood, elengi",Mimusops,elengi,,,MIEL4
7839,monodora,Monodora,spp.,,,MONOD
7841,treedaisy,Montanoa,hibiscifolia,,,MOHI
7842,montanoa,Montanoa,spp.,,,MONTA
7845,Morella cerifera,Morella,cerifera,,,MOCE2
7846,firetree,Morella,faya,,,MOFA
7847,Morella holdridgeana,Morella,holdridgeana,,,MOHO3
7848,bayberry,Morella,spp.,,,MOREL2
7849,Indian mulberry,Morinda,citrifolia,,,MOCI3
7850,ngel,Morinda,latibractea,,,MOLA12
7851,Morinda pedunculata,Morinda,pedunculata,,,MOPE2
7852,morinda,Morinda,spp.,,,MORIN
7853,noni kuahiwi,Morinda,trimera,,,MOTR
7855,horseradishtree,Moringa,oleifera,,,MOOL
7857,ratapple,Morisonia,americana,,,MOAM
681,white mulberry,Morus,alba,,,MOAL
683,Texas mulberry,Morus,microphylla,,,MOMI
684,black mulberry,Morus,nigra,,,MONI
682,red mulberry,Morus,rubra,,,MORU2
680,mulberry spp.,Morus,spp.,,,MORUS
7862,murta,Mouriri,domingensis,,,MODO2
7863,mameyuelo,Mouriri,helleri,,,MOHE
7865,falseohe,Munroidendron,racemosum,,,MURA3
7867,strawberrytree,Muntingia,calabura,,,MUCA4
7868,muntingia,Muntingia,spp.,,,MUNTI
7869,Murraya exotica,Murraya,exotica,,,MUEX2
7873,bungeltuu,Musa,coccinea,,,MUCO8
7874,tama,Musa,nana,,,MUNA
7872,French plantain,Musa,paradisiaca,,,MUPA3
7875,tuu banana,Musa,sapientum,,,MUSA
7876,meia,Musa,spp.,,,MUSA2
7877,blantalos,Musa,textilis,,,MUTE6
7878,tikap,Musa,tikap,,,MUTI
7879,fei banana,Musa,troglodytarum,,,MUTR2
7880,Mussaenda frondosa,Mussaenda,frondosa,,,MUFR3
7881,aloalo vao,Mussaenda,raiateensis,,,MURA5
7882,Mussaenda,Mussaenda,spp.,,,MUSSA
7883,naio,Myoporum,sandwicense,,,MYSA
7884,myoporum,Myoporum,spp.,,,MYOPO
7886,red rodwood,Myrcia,citrifolia,,,MYCI
7887,cieneguillo,Myrcia,deflexa,,,MYDE
7888,curame,Myrcia,fallax,,,MYFA3
7889,guayabacon,Myrcia,leptoclada,,,MYLE
7890,ausu,Myrcia,paganii,,,MYPA
7891,punchberry,Myrcia,splendens,,,MYSP
7892,rodwood,Myrcia,spp.,,,MYRCI
7893,twinberry,Myrcianthes,fragrans,,,MYFR
7894,jaboticaba,Myrciaria,cauliflora,,,MYCA9
7895,guavaberry,Myrciaria,floribunda,,,MYFL
7899,"yamamomo, strawberry tree",Myrica,rubra,,,MYRU3
7900,sweetgale,Myrica,spp.,,,MYRIC
7902,atoneulu,Myristica,hypargyraea,,,MYHY2
7903,adepurot,Myristica,insularis,,,MYIN3
7906,Myristica inutilis,Myristica,inutilis,,,MYIN4
7904,Myristica,Myristica,spp.,,,MYRIS
7905,cercipo,Myrospermum,frutescens,,,MYFR2
7907,balsam of Tolu,Myroxylon,balsamum,,,MYBA3
7910,forest colicwood,Myrsine,alyxifolia,,,MYAL4
7911,leathery colicwood,Myrsine,coriacea,,,MYCO2
7912,Myrsine cubana,Myrsine,cubana,,,MYCU2
7913,summit colicwood,Myrsine,degeneri,,,MYDE2
7914,mountain colicwood,Myrsine,emarginata,,,MYEM
7915,streambank colicwood,Myrsine,fernseei,,,MYFE
7916,Koolau Range colicwood,Myrsine,fosbergii,,,MYFO
7918,Wahiawa Bog colicwood,Myrsine,helleri,,,MYHE3
7919,Kauai colicwood,Myrsine,kauaiensis,,,MYKA
7920,Kokee colicwood,Myrsine,knudsenii,,,MYKN
7921,Lanai colicwood,Myrsine,lanaiensis,,,MYLA3
7922,kolea lau nui,Myrsine,lessertiana,,,MYLE2
7923,Hanapepe River colicwood,Myrsine,mezii,,,MYME2
7929,Myrsine palauensis,Myrsine,palauensis,,,MYPA7
7924,swamp colicwood,Myrsine,petiolata,,,MYPE3
7925,Molokai colicwood,Myrsine,pukooensis,,,MYPU2
7926,kokea lau lii,Myrsine,sandwicensis,,,MYSA2
7927,colicwood,Myrsine,spp.,,,MYRSI
7928,Mt. Kahili colicwood,Myrsine,wawraea,,,MYWA
7932,Nectandra coriacea,Nectandra,coriacea,,,NECO
7933,shinglewood,Nectandra,hihua,,,NEHI2
7934,Nectandra krugii,Nectandra,krugii,,,NEKR
7935,Nectandra membranacea,Nectandra,membranacea,,,NEME3
7936,Nectandra patens,Nectandra,patens,,,NEPA4
7939,Nectandra turbacensis,Nectandra,turbacensis,,,NETU
7940,saltwood,Neea,buxifolia,,,NEBU
7942,fao,Neisosperma,oppositifolia,,,NEOP
7944,kadam,Neolamarckia,cadamba,,,NECA7
7946,aquilon,Neolaugeria,resinosa,,,NERE2
7948,afa,Neonauclea,forsteri,,,NEFO2
7952,Rambutan,Nephelium,lappaceum,,,NELA7
7953,pulasan,Nephelium,ramboutan-ake,,,NERA3
7954,maaloa,Neraudia,melastomifolia,,,NEME5
7956,oleander,Nerium,oleander,,,NEOL
7958,keahi,Nesoluma,polynesicum,,,NEPO
7960,Hawaii olive,Nestegis,sandwicensis,,,NESA2
7961,nestegis,Nestegis,spp.,,,NESTE
7962,"kalm, aralm",Neuburgia,celebica,,,NECE
7964,tree tobacco,Nicotiana,glauca,,,NIGL
7965,tobacco,Nicotiana,spp.,,,NICOT
7966,smallflower aiea,Nothocestrum,breviflorum,,,NOBR2
7967,broadleaf aiea,Nothocestrum,latifolium,,,NOLA
7968,longleaf aiea,Nothocestrum,longifolium,,,NOLO
7969,Oahu aiea,Nothocestrum,peltatum,,,NOPE
7970,aiea,Nothocestrum,spp.,,,NOTHO3
7971,kaala rockwort,Nototrichium,humile,,,NOHU
7972,Hawaii rockwort,Nototrichium,sandwicense,,,NOSA
7974,"toechel, teuechel",Nypa,fruticans,,,NYFR2
691,water tupelo,Nyssa,aquatica,,,NYAQ2
694,swamp tupelo,Nyssa,biflora,,,NYBI
692,Ogeechee tupelo,Nyssa,ogeche,,,NYOG
690,tupelo spp.,Nyssa,spp.,,,NYSSA
693,blackgum,Nyssa,sylvatica,,,NYSY
7976,African bird's-eye bush,Ochna,mossambicensis,,,OCMO4
7977,ochna,Ochna,spp.,,,OCHNA
7978,Thomas birds-eye bush,Ochna,thomasiana,,,OCTH
7980,Ochroma pyramidale,Ochroma,pyramidale,,,OCPY
7982,holei,Ochrosia,compta,,,OCCO
7983,island yellowwood,Ochrosia,haleakalae,,,OCHA
7984,Kauai yellowwood,Ochrosia,kauaiensis,,,OCKA
7985,Hawaii yellowwood,Ochrosia,kilaueaensis,,,OCKI
7987,langiti,Ochrosia,mariannensis,,,OCMA2
7986,yellowwood,Ochrosia,spp.,,,OCHRO2
7990,laurel espada,Ocotea,floribunda,,,OCFL
7991,black sweetwood,Ocotea,foeniculacea,,,OCFO
7994,loblolly sweetwood,Ocotea,leucoxylon,,,OCLE
7996,nemoca,Ocotea,moschata,,,OCMO
7997,laurel sassafras,Ocotea,nemodaphne,,,OCNE
7999,laurel de paloma,Ocotea,portoricensis,,,OCPO
8001,nemoca cimarrona,Ocotea,spathulata,,,OCSP
8003,Wright's laurel canelon,Ocotea,wrightii,,,OCWR
8004,olive,Olea,europaea,,,OLEU
8007,olive,Olea,spp.,,,OLEA
8000,oleandra fern,Oleandra,neriiformis,,,OLNE
990,desert ironwood,Olneya,tesota,,,OLTE
8011,Ophiorrhiza palauensis,Ophiorrhiza,palauensis,,,OPPA4
8013,cochineal nopal cactus,Opuntia,cochenillifera,,,OPCO4
8014,tuna cactus,Opuntia,ficus-indica,,,OPFI
8015,common pricklypear,Opuntia,monacantha,,,OPMO5
8018,pricklypear,Opuntia,spp.,,,OPUNT
8019,"amansis, edebsungelked, necklace bead tree",Ormosia,calavensis,,,ORCA12
8020,peronia,Ormosia,krugii,,,ORKR
8022,kesiamel,Osmoxylon,oliveri,,,OSOL
8023,kesiamel,Osmoxylon,pachyphyllum,,,OSPA
8024,Osmoxylon,Osmoxylon,spp.,,,OSMOX
718,kesiamel,Osmoxylon,truncatum,,,OSTR
6479,Knowlton's hophornbeam,Ostrya,knowltonii,,,OSKN
701,eastern hophornbeam,Ostrya,virginiana,,,OSVI
8027,pincho palo de rosa,Ottoschulzia,rhodoxylon,,,OTRH
8029,chicharron amarillo,Ouratea,ilicifolia,,,OUIL
8030,abey amarillo,Ouratea,littoralis,,,OULI
8032,guanabanilla,Ouratea,striata,,,OUST
8033,blacklancewood,Oxandra,lanceolata,,,OXLA4
8034,haya,Oxandra,laurifolia,,,OXLA5
711,sourwood,Oxydendrum,arboreum,,,OXAR
8036,"miich era ngebard, guiana chestnut",Pachira,aquatica,,,PAAQ2
8037,wild chestnut,Pachira,insignis,,,PAIN7
8074,Palaquium karrak,Palaquium,karrak,,,PAKA
8044,gasu,Palaquium,stehlinii,,,PAST24
8045,tafetan,Palicourea,alpina,,,PAAL9
8047,red cappel,Palicourea,crocea,,,PACR3
8049,Palicourea croceoides,Palicourea,croceoides,,,PACR18
8051,showy cappel,Palicourea,guianensis,,,PAGU
8054,chertochet,Pandanus,aimiriikensis,,,PAAI
8055,matal,Pandanus,cominsii,,,PACO51
8056,ongor,Pandanus,compressus,,,PACO3
8057,silaue,Pandanus,cylindricus,,,PACY10
8058,kienpel,Pandanus,dilatatus,,,PADI2
8059,ongor,Pandanus,divergens,,,PADI29
8060,pahong,Pandanus,dubius,,,PADU3
8061,ongor,Pandanus,duriocarpus,,,PADU4
8062,moak,Pandanus,enchabiensis,,,PAEN
8063,hara,Pandanus,fischerianus,,,PAFI
8064,aggag,Pandanus,fragrans,,,PAFR7
8065,nenketak,Pandanus,hosinoi,,,PAHO6
8066,pacheren,Pandanus,jaluitensis,,,PAJA3
8067,buuk,Pandanus,kanehirae,,,PAKA2
8068,siu,Pandanus,korrensis,,,PAKO2
8069,lakatwa,Pandanus,lakatwa,,,PALA3
8070,"erwan, jonmouia",Pandanus,laticanaliculatus,,,PALA4
8071,"intekul, pasyure",Pandanus,macrocephalus,,,PAMA3
8072,"ongor, ertochet",Pandanus,macrojeanneretia,,,PAMA32
8073,menne,Pandanus,menne,,,PAME18
8092,"lonlin, lajokorer",Pandanus,obliquus,,,PAOB7
8075,Pandanus odontoides,Pandanus,odontoides,,,PAOD2
8076,"ongor, ertochet",Pandanus,palawensis,,,PAPA38
8077,peet,Pandanus,patina,,,PAPA39
8078,ongor,Pandanus,peliliuensis,,,PAPE
8079,"alwan, kipal, taip",Pandanus,ponapensis,,,PAPO2
8080,"deipw, jomineia",Pandanus,pulposus,,,PAPU18
8081,pathaplip,Pandanus,rectangulatus,,,PARE2
8082,fasa,Pandanus,reineckei,,,PARE19
8083,magojokojok,Pandanus,rotundatus,,,PARO2
